Category,Rating,Reviews,Size,Installs,Type,Content Rating
AUTO_AND_VEHICLES,4.6,534,27000,"10,000",Free,Everyone
AUTO_AND_VEHICLES,4.9,7774,2700,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.3,38846,2500,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.6,2431,7000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.9,6090,35000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,3.9,295,16000,"10,000",Free,Everyone
AUTO_AND_VEHICLES,4,190,16000,"10,000",Free,Everyone
AUTO_AND_VEHICLES,4.3,40211,17000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,3.9,356,3400,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.2,52530,8900,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.8,116986,3900,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,3.6,1379,2900,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.2,271920,38000,"10,000,000",Free,Teen
AUTO_AND_VEHICLES,4.8,736,32000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.8,7021,37000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.6,197,15000,"10,000",Free,Everyone
AUTO_AND_VEHICLES,4.5,737,5400,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.3,3574,18000,"1,000,000",Free,Everyone 10+
AUTO_AND_VEHICLES,4.5,994,38000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.9,197136,1100,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,3.9,142,7900,"10,000",Free,Everyone
AUTO_AND_VEHICLES,4.4,15168,35000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4,2155,17000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.3,138,19000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,3.7,5414,14000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.4,21777,2200,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.3,348,4500,"100,000",Free,Everyone
AUTO_AND_VEHICLES,3.2,250,17000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.6,13372,14000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.6,7880,9800,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.5,3617,21000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,3.7,4806,52000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.6,65786,14000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.6,31433,25000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4.6,5097,9000,"1,000,000",Free,Everyone
AUTO_AND_VEHICLES,4,1754,12000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4.4,2680,35000,"100,000",Free,Everyone
AUTO_AND_VEHICLES,4,1288,6700,"100,000",Free,Everyone
BEAUTY,4.7,18900,30000,"100,000",Free,Everyone
BEAUTY,4.9,49790,5700,"1,000,000",Free,Everyone
BEAUTY,4.7,1150,2900,"100,000",Free,Everyone
BEAUTY,3.9,1739,17000,"100,000",Free,Everyone
BEAUTY,3.9,32090,2900,"1,000,000",Free,Everyone
BEAUTY,4.2,2225,2600,"100,000",Free,Everyone
BEAUTY,4.6,4369,4200,"100,000",Free,Everyone
BEAUTY,4.3,8572,7100,"1,000,000",Free,Everyone
BEAUTY,4.7,964,57000,"10,000",Free,Everyone
BEAUTY,4.7,42050,3700,"1,000,000",Free,Everyone
BEAUTY,4.8,104,22000,"10,000",Free,Everyone
BEAUTY,4.2,17934,24000,"1,000,000",Free,Everyone
BEAUTY,4.3,601,7400,"100,000",Free,Everyone
BEAUTY,4.5,36,21000,"10,000",Free,Everyone
BEAUTY,4.1,187,3400,"10,000",Free,Teen
BEAUTY,0,182,2900,"100,000",Free,Everyone 10+
BEAUTY,4.2,30,3100,"10,000",Free,Everyone
BEAUTY,4.5,134,6400,"10,000",Free,Everyone
BEAUTY,4.4,74,3200,"10,000",Free,Everyone
BEAUTY,4,113715,8200,"10,000,000",Free,Everyone
BEAUTY,4.1,3595,9900,"100,000",Free,Everyone
BEAUTY,4.1,9315,2900,"1,000,000",Free,Everyone
BEAUTY,4.4,75,23000,"10,000",Free,Everyone
BEAUTY,4.6,38,4600,"10,000",Free,Everyone
BEAUTY,4.5,26834,3100,"1,000,000",Free,Everyone
BEAUTY,0,119,4900,"10,000",Free,Everyone
BEAUTY,3.9,2277,9500,"100,000",Free,Everyone
BEAUTY,4.4,2280,4200,"100,000",Free,Everyone
BEAUTY,0,654,5400,"100,000",Free,Teen
BEAUTY,4.6,184,2800,"10,000",Free,Everyone
BEAUTY,3.8,9,5000,"1,000",Free,Everyone
BEAUTY,0,77,5900,"10,000",Free,Mature 17+
BEAUTY,0,35,13000,"10,000",Free,Everyone 10+
BEAUTY,4,364,7100,"100,000",Free,Everyone
BEAUTY,4.3,18,6700,"1,000",Free,Everyone
BEAUTY,4.5,473,17000,"100,000",Free,Mature 17+
BEAUTY,0,30,19000,"10,000",Free,Mature 17+
BEAUTY,4.1,66,6700,"10,000",Free,Everyone
BEAUTY,3.7,3871,21000,"1,000,000",Free,Everyone
BEAUTY,4.7,257,2700,"10,000",Free,Everyone
BEAUTY,4.2,62,37000,"10,000",Free,Everyone
BOOKS_AND_REFERENCE,4.6,2914724,15000,"100,000,000",Free,Teen
BOOKS_AND_REFERENCE,4.5,1857,23000,"10,000",Free,Everyone
BOOKS_AND_REFERENCE,4.6,4478,19000,"100,000",Free,Everyone 10+
BOOKS_AND_REFERENCE,4.4,577550,23000,"10,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.2,814080,73000,"100,000,000",Free,Teen
BOOKS_AND_REFERENCE,4.5,246315,4900,"10,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.5,454060,6800,"10,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.5,155446,2900,"10,000,000",Free,Teen
BOOKS_AND_REFERENCE,4.5,418,3500,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.4,22486,4000,"1,000,000",Free,Teen
BOOKS_AND_REFERENCE,4.5,203130,21000,"10,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.6,1435,2300,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.8,116507,7200,"1,000,000",Free,Teen
BOOKS_AND_REFERENCE,3.9,1433233,10000,"1,000,000,000",Free,Teen
BOOKS_AND_REFERENCE,4.6,90468,6100,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.2,860,2100,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.1,363934,42000,"10,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.7,967,7300,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.2,87873,30000,"10,000,000",Free,Teen
BOOKS_AND_REFERENCE,4.3,17506,29000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,3.3,1862,35000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.6,2084,9100,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.8,47303,25000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.7,19080,3900,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,0,161,18000,"10,000",Free,Everyone
BOOKS_AND_REFERENCE,4.1,85842,12000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.6,7831,21000,"100,000",Free,Teen
BOOKS_AND_REFERENCE,4.1,91615,55000,"1,000,000",Free,Mature 17+
BOOKS_AND_REFERENCE,4.6,4620,3200,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.7,21336,16000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.5,26875,14000,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,3.9,1778,37000,"100,000",Free,Mature 17+
BOOKS_AND_REFERENCE,4.4,2709,11000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.3,64513,25000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.2,8342,7300,"10,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.5,527,6500,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.4,1322,25000,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,3.4,1680,3100,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.9,2739,1500,"10,000",Free,Everyone
BOOKS_AND_REFERENCE,4.6,1065,7500,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.4,233757,8600,"10,000,000",Free,Everyone
BOOKS_AND_REFERENCE,0,2,1200,"10,000",Free,Everyone
BOOKS_AND_REFERENCE,4.4,8788,39000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.4,51269,14000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,4.4,30105,19000,"1,000,000",Free,Everyone
BOOKS_AND_REFERENCE,3.5,156,6800,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,0,114,39000,"100,000",Free,Everyone
BOOKS_AND_REFERENCE,4.4,341157,14000,"10,000,000",Free,Everyone 10+
BUSINESS,4.1,16129,20000,"10,000,000",Free,Everyone
BUSINESS,4.3,674730,26000,"10,000,000",Free,Everyone
BUSINESS,4.4,1254730,51000,"10,000,000",Free,Everyone
BUSINESS,4.3,85185,41000,"1,000,000",Free,Everyone
BUSINESS,4.3,32584,20000,"1,000,000",Free,Everyone
BUSINESS,4.1,217730,12000,"10,000,000",Free,Everyone
BUSINESS,4.4,70991,48000,"1,000,000",Free,Everyone
BUSINESS,4.3,1002861,10000,"100,000,000",Free,Everyone
BUSINESS,3.9,16589,22000,"1,000,000",Free,Everyone
BUSINESS,4.8,148945,11000,"1,000,000",Free,Everyone
BUSINESS,4.5,4458,8500,"100,000",Free,Everyone
BUSINESS,4.4,62272,8600,"10,000,000",Free,Everyone
BUSINESS,4,8941,28000,"1,000,000",Free,Everyone
BUSINESS,4.3,46353,28000,"1,000,000",Free,Everyone
BUSINESS,4,1279184,37000,"10,000,000",Free,Everyone
BUSINESS,4.2,88073,9000,"10,000,000",Free,Everyone
BUSINESS,4.5,67000,46000,"1,000,000",Free,Everyone
BUSINESS,4.2,159872,14000,"10,000,000",Free,Everyone
BUSINESS,4.2,30847,26000,"1,000,000",Free,Everyone
BUSINESS,4.6,188841,23000,"1,000,000",Free,Everyone
BUSINESS,4.1,11622,14000,"1,000,000",Free,Everyone
BUSINESS,4.6,95912,20000,"1,000,000",Free,Everyone
BUSINESS,3.1,4034,26000,"100,000",Free,Everyone
BUSINESS,3.9,45964,51000,"1,000,000",Free,Everyone
BUSINESS,4.3,14955,41000,"1,000,000",Free,Everyone
BUSINESS,4.1,6903,20000,"1,000,000",Free,Everyone
BUSINESS,4.4,31614,12000,"10,000,000",Free,Everyone
BUSINESS,4.1,23055,48000,"1,000,000",Free,Everyone
BUSINESS,4.1,19023,10000,"1,000,000",Free,Everyone
BUSINESS,4.5,207372,22000,"1,000,000",Free,Everyone
BUSINESS,4.4,1225,11000,"100,000",Free,Everyone
BUSINESS,4.4,380837,8500,"10,000,000",Free,Everyone
BUSINESS,4.3,10600,8600,"1,000,000",Free,Everyone
BUSINESS,4.4,74359,28000,"1,000,000",Free,Everyone
BUSINESS,4.6,822,39000,"100,000",Free,Everyone
BUSINESS,4.2,80805,14000,"1,000,000",Free,Everyone
BUSINESS,4.4,2287,19000,"1,000,000",Free,Everyone
BUSINESS,4.7,4162,6800,"100,000",Free,Everyone
BUSINESS,3.8,14760,39000,"10,000,000",Free,Everyone
BUSINESS,3.9,23243,35000,"1,000,000",Free,Everyone
BUSINESS,0,9,29000,"100,000",Free,Everyone
BUSINESS,4.3,8978,41000,"1,000,000",Free,Everyone
BUSINESS,4.2,80805,4900,"1,000,000",Free,Everyone
BUSINESS,4.4,42492,27000,"1,000,000",Free,Everyone
BUSINESS,4.7,286897,32000,"10,000,000",Free,Everyone
BUSINESS,4.5,103755,12000,"10,000,000",Free,Everyone
BUSINESS,4.2,46505,15000,"1,000,000",Free,Everyone
BUSINESS,4.7,11442,11000,"100,000",Paid,Everyone
BUSINESS,4.8,10295,28000,"100,000",Paid,Everyone
BUSINESS,4.2,159872,2200,"10,000,000",Free,Everyone
BUSINESS,4.2,296,3400,"10,000",Free,Everyone
BUSINESS,4.3,29313,8300,"1,000,000",Free,Everyone
BUSINESS,4.4,70991,4300,"1,000,000",Free,Everyone
BUSINESS,4.4,51507,4700,"1,000,000",Free,Everyone
BUSINESS,4.1,1802,10000,"100,000",Free,Everyone
BUSINESS,3.8,1383,15000,"100,000",Free,Everyone
BUSINESS,4.3,23175,7100,"1,000,000",Free,Everyone
BUSINESS,3.8,5868,21000,"100,000",Free,Everyone
BUSINESS,3.5,2111,6100,"100,000",Free,Everyone
BUSINESS,4.1,5448,15000,"100,000",Free,Everyone
BUSINESS,4.6,4159,11000,"100,000",Free,Everyone
BUSINESS,4.3,20815,29000,"1,000,000",Free,Everyone
BUSINESS,4.5,78662,3300,"1,000,000",Free,Everyone
BUSINESS,4.1,7149,22000,"1,000,000",Free,Everyone
BUSINESS,4.5,3079,40000,"100,000",Free,Everyone
BUSINESS,4.6,5800,10000,"100,000",Free,Everyone
BUSINESS,4,6989,9100,"1,000,000",Free,Everyone
BUSINESS,4.2,16422,4700,"1,000,000",Free,Everyone
BUSINESS,4.4,108741,38000,"10,000,000",Free,Everyone
BUSINESS,4.4,31614,6700,"10,000,000",Free,Everyone
BUSINESS,4,624,37000,"100,000",Free,Everyone
BUSINESS,4.2,1661,7800,"100,000",Free,Everyone
BUSINESS,4.2,97702,19000,"1,000,000",Free,Everyone
BUSINESS,4.1,308,5700,"10,000",Free,Everyone
BUSINESS,4,6989,35000,"1,000,000",Free,Everyone
BUSINESS,3.8,5211,17000,"1,000,000",Free,Everyone
BUSINESS,3.9,1058,8800,"100,000",Free,Everyone
BUSINESS,3.9,78172,16000,"10,000,000",Free,Everyone
BUSINESS,4.2,159872,11000,"10,000,000",Free,Everyone
BUSINESS,4.2,296,11000,"10,000",Free,Everyone
BUSINESS,4.3,29313,15000,"1,000,000",Free,Everyone
BUSINESS,4.4,70991,6600,"1,000,000",Free,Everyone
BUSINESS,4.4,51507,6600,"1,000,000",Free,Everyone
BUSINESS,4.1,1802,5100,"100,000",Free,Everyone
BUSINESS,3.8,1383,18000,"100,000",Free,Everyone
BUSINESS,4.3,23175,4000,"1,000,000",Free,Everyone
BUSINESS,3.8,5868,37000,"100,000",Free,Everyone
BUSINESS,3.5,2111,22000,"100,000",Free,Everyone
BUSINESS,4.1,5448,3300,"100,000",Free,Everyone
BUSINESS,4.6,4159,32000,"100,000",Free,Everyone
BUSINESS,4.3,20815,37000,"1,000,000",Free,Everyone
BUSINESS,4.5,78662,17000,"1,000,000",Free,Everyone
BUSINESS,4.1,7149,35000,"1,000,000",Free,Everyone
BUSINESS,4.5,3079,40000,"100,000",Free,Everyone
BUSINESS,4.6,5800,61000,"100,000",Free,Everyone
BUSINESS,4,6989,66000,"1,000,000",Free,Everyone
BUSINESS,4.2,16422,11000,"1,000,000",Free,Everyone
BUSINESS,4.3,8978,25000,"1,000,000",Free,Everyone
BUSINESS,4.2,80804,14000,"1,000,000",Free,Everyone
BUSINESS,4.4,42492,24000,"1,000,000",Free,Everyone
BUSINESS,4.7,286897,17000,"10,000,000",Free,Everyone
BUSINESS,4.5,103755,8300,"10,000,000",Free,Everyone
BUSINESS,4.2,46505,8200,"1,000,000",Free,Everyone
BUSINESS,4.7,11442,8400,"100,000",Paid,Everyone
BUSINESS,4.8,10295,4000,"100,000",Paid,Everyone
BUSINESS,4.1,217730,32000,"10,000,000",Free,Everyone
BUSINESS,4.3,1002859,6100,"100,000,000",Free,Everyone
BUSINESS,4.4,51510,2800,"1,000,000",Free,Everyone
BUSINESS,4.5,413,3300,"10,000",Free,Everyone
BUSINESS,4.3,23175,40000,"1,000,000",Free,Everyone
COMICS,4.5,1013635,2200,"10,000,000",Free,Teen
COMICS,4.6,24005,4300,"100,000",Free,Adults only 18+
COMICS,4.7,57106,4700,"1,000,000",Free,Teen
COMICS,4.7,2249,2300,"100,000",Free,Everyone
COMICS,4.8,516,2300,"10,000",Free,Everyone
COMICS,3.9,834,11000,"10,000",Free,Mature 17+
COMICS,4.1,1010,2700,"10,000",Free,Mature 17+
COMICS,4.4,238970,14000,"1,000,000",Free,Teen
COMICS,4.6,302,13000,"10,000",Free,Teen
COMICS,4.5,438,3700,"10,000",Free,Everyone
COMICS,4.7,73,10000,"10,000",Free,Everyone
COMICS,4.4,39,13000,"10,000",Free,Everyone 10+
COMICS,4.5,144,10000,"10,000",Free,Everyone
COMICS,3.9,2181,13000,"100,000",Free,Teen
COMICS,3.2,93965,8800,"1,000,000",Free,Teen
COMICS,3.2,1446,5500,"100,000",Free,Mature 17+
COMICS,4.1,12088,20000,"1,000,000",Free,Mature 17+
COMICS,4.5,314,29000,"100,000",Free,Everyone
COMICS,4.2,25671,11000,"1,000,000",Free,Teen
COMICS,4.2,15194,17000,"1,000,000",Free,Teen
COMICS,3.7,22551,17000,"1,000,000",Free,Teen
COMICS,4.5,29839,16000,"1,000,000",Free,Teen
COMICS,4.6,279,5100,"100,000",Free,Everyone
COMICS,4.5,564387,44000,"1,000,000",Free,Everyone
COMICS,0,1330,7300,"10,000",Free,Everyone
COMICS,4.7,1677,30000,"100,000",Free,Everyone
COMICS,4.4,757,1600,"10,000",Free,Teen
COMICS,3.5,115,19000,"10,000",Free,Mature 17+
COMICS,3.3,125,11000,"1,000",Free,Teen
COMICS,4.5,9952,23000,"100,000",Free,Everyone 10+
COMICS,4.4,18814,26000,"1,000,000",Free,Mature 17+
COMICS,4.2,21,6200,"1,000",Free,Everyone
COMICS,5,15,20000,"1,000",Free,Everyone
COMICS,4.4,51981,1200,"1,000,000",Free,Everyone
COMICS,4.7,3596,17000,"10,000",Free,Teen
COMICS,4.4,1006,15000,"10,000",Free,Everyone
COMICS,4.4,5968,56000,"1,000,000",Free,Everyone
COMICS,4.6,4895,12000,"100,000",Free,Everyone
COMMUNICATION,4,56642847,11000,"1,000,000,000",Free,Everyone
COMMUNICATION,4.4,69119316,29000,"1,000,000,000",Free,Everyone
COMMUNICATION,4.3,125257,40000,"10,000,000",Free,Teen
COMMUNICATION,4.3,9642995,53000,"1,000,000,000",Free,Everyone
COMMUNICATION,4.4,1429035,3100,"100,000,000",Free,Everyone
COMMUNICATION,4.3,4604324,24000,"1,000,000,000",Free,Everyone
COMMUNICATION,4,3419249,23000,"1,000,000,000",Free,Everyone
COMMUNICATION,4.3,11334799,5000,"100,000,000",Free,Everyone
COMMUNICATION,4.3,158679,44000,"1,000,000",Free,Everyone
COMMUNICATION,4.4,3075028,27000,"100,000,000",Free,Everyone
COMMUNICATION,4.3,4187998,6100,"100,000,000",Free,Everyone
COMMUNICATION,4.3,659395,21000,"100,000,000",Free,Everyone
COMMUNICATION,4.3,4785892,11000,"100,000,000",Free,Everyone
COMMUNICATION,4.3,66602,21000,"10,000,000",Free,Everyone
COMMUNICATION,4.3,30209,24000,"1,000,000",Free,Everyone
COMMUNICATION,4,36901,31000,"1,000,000",Free,Everyone
COMMUNICATION,4.5,5149854,27000,"100,000,000",Free,Everyone
COMMUNICATION,4.3,192948,6200,"10,000,000",Free,Everyone
COMMUNICATION,3.7,99559,12000,"10,000,000",Free,Everyone
COMMUNICATION,4.5,437674,8000,"10,000,000",Free,Everyone
COMMUNICATION,3.9,13698,5900,"10,000,000",Free,Everyone
COMMUNICATION,4.4,2473509,7900,"100,000,000",Free,Everyone
COMMUNICATION,3.6,20769,5000,"1,000,000",Free,Everyone
COMMUNICATION,4.4,36880,1400,"1,000,000",Free,Everyone
COMMUNICATION,4.2,171031,13000,"10,000,000",Free,Everyone
COMMUNICATION,4.4,63543,40000,"1,000,000",Free,Everyone
COMMUNICATION,4.1,45487,13000,"10,000,000",Free,Everyone
COMMUNICATION,4.4,615381,19000,"10,000,000",Free,Mature 17+
COMMUNICATION,4.3,2451083,5000,"100,000,000",Free,Teen
COMMUNICATION,4.2,33053,19000,"1,000,000",Free,Everyone
COMMUNICATION,4.2,5387333,27000,"100,000,000",Free,Everyone
COMMUNICATION,4.4,3648120,3000,"100,000,000",Free,Teen
COMMUNICATION,4.4,136662,13000,"10,000,000",Free,Everyone
COMMUNICATION,3.9,42370,7200,"1,000,000",Free,Everyone
COMMUNICATION,4.2,781810,25000,"100,000,000",Free,Everyone
COMMUNICATION,4.4,3128250,5700,"100,000,000",Free,Mature 17+
COMMUNICATION,4.6,2083237,5500,"100,000,000",Free,Everyone
COMMUNICATION,4.3,541389,6500,"10,000,000",Free,Everyone
COMMUNICATION,4.3,46702,5800,"1,000,000",Free,Everyone
COMMUNICATION,4.4,2939,3800,"100,000",Free,Everyone
COMMUNICATION,3.7,13761,41000,"10,000,000",Free,Everyone
COMMUNICATION,4.3,258556,7900,"10,000,000",Free,Everyone
COMMUNICATION,3.9,40751,2800,"10,000,000",Free,Teen
COMMUNICATION,4.5,17712922,20000,"100,000,000",Free,Teen
COMMUNICATION,3.7,25021,15000,"1,000,000",Free,Everyone
COMMUNICATION,4.3,27187,28000,"1,000,000",Free,Everyone
COMMUNICATION,4.4,69119316,9600,"1,000,000,000",Free,Everyone
COMMUNICATION,4,56646578,13000,"1,000,000,000",Free,Everyone
COMMUNICATION,4.3,4785988,15000,"100,000,000",Free,Everyone
COMMUNICATION,4,122498,40000,"10,000,000",Free,Everyone
COMMUNICATION,4.3,11334973,56000,"100,000,000",Free,Everyone
COMMUNICATION,4,3419433,12000,"1,000,000,000",Free,Everyone
COMMUNICATION,4.1,132014,9400,"10,000,000",Free,Everyone
COMMUNICATION,4.2,83239,29000,"1,000,000",Free,Everyone
COMMUNICATION,4.2,594728,11000,"10,000,000",Free,Everyone
COMMUNICATION,4.2,5387446,19000,"100,000,000",Free,Everyone
COMMUNICATION,4.1,10484169,23000,"1,000,000,000",Free,Everyone
COMMUNICATION,4.4,3128509,27000,"100,000,000",Free,Mature 17+
COMMUNICATION,4.3,2451093,19000,"100,000,000",Free,Teen
COMMUNICATION,4.2,171031,45000,"10,000,000",Free,Everyone
COMMUNICATION,4.4,2876500,21000,"100,000,000",Free,Everyone
COMMUNICATION,4.2,781810,40000,"100,000,000",Free,Everyone
COMMUNICATION,4.1,28238,25000,"1,000,000",Free,Everyone
COMMUNICATION,4.3,335646,15000,"10,000,000",Free,Everyone
COMMUNICATION,4.3,350154,24000,"10,000,000",Free,Everyone
COMMUNICATION,4.5,349384,11000,"10,000,000",Free,Everyone
COMMUNICATION,4.3,346982,38000,"10,000,000",Free,Everyone
COMMUNICATION,4.2,244863,31000,"10,000,000",Free,Everyone
COMMUNICATION,4.2,10790289,6100,"100,000,000",Free,Everyone
COMMUNICATION,4.5,330761,27000,"10,000,000",Free,Everyone
COMMUNICATION,4.3,37320,32000,"1,000,000",Free,Everyone
COMMUNICATION,4.3,12842860,13000,"100,000,000",Free,Everyone
COMMUNICATION,4.3,2546527,63000,"100,000,000",Free,Everyone
COMMUNICATION,4.4,36893,44000,"1,000,000",Free,Everyone
COMMUNICATION,4.2,15880,16000,"1,000,000",Free,Everyone
COMMUNICATION,4.3,346980,28000,"10,000,000",Free,Everyone
COMMUNICATION,4.3,9643041,5900,"1,000,000,000",Free,Everyone
COMMUNICATION,4.4,3075118,13000,"100,000,000",Free,Everyone
